attraction,address,rating,types,place_id,lat,lng,reviews,reviews_count
Alcatraz Island,"San Francisco, CA 94133, USA",4.7,"['natural_feature', 'point_of_interest', 'establishment']",ChIJmRyMs_mAhYARpViaf6JEWNE,37.8269775,-122.4229555,,45972
Golden Gate Bridge,"Golden Gate Bridge, San Francisco, CA, USA",4.7,"['point_of_interest', 'establishment']",ChIJw____96GhYARCVVwg5cT7c0,37.8199286,-122.4782551,,41435
AT&T Park,"24 Willie Mays Plaza, San Francisco, CA 94107, USA",4.7,"['stadium', 'point_of_interest', 'establishment']",ChIJ_T25cNd_j4ARehGmHe0pT84,37.7785951,-122.3892698,,6184
San Francisco Bay,"California, USA",4.7,"['natural_feature', 'establishment']",ChIJBwohpl6bj4AREMlJ8U8PlaI,37.6909682,-122.3107517,,6827
Golden Gate Park,"San Francisco, CA, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJY_dFYHKHhYARMKc772iLvnE,37.7694208,-122.4862138,,8306
Exploratorium,"Pier 15 The Embarcadero, San Francisco, CA 94111, USA",4.7,"['museum', 'point_of_interest', 'establishment']",ChIJk2vl5NSGhYARwPGvs_ubIws,37.801542,-122.397484,,2986
Palace of Fine Arts Theatre,"3301 Lyon St, San Francisco, CA 94123, USA",4.7,"['point_of_interest', 'establishment']",ChIJRb6WFtWGhYARLN9EOlXR2JI,37.8029577,-122.4491929,,3972
California Academy of Sciences,"55 Music Concourse Dr, San Francisco, CA 94118, USA",4.5,"['aquarium', 'museum', 'point_of_interest', 'establishment']",ChIJIUT7rEOHhYARucp3wM-HhBs,37.7698646,-122.4660947,,5228
Walt Disney Family Museum,"104 Montgomery St, San Francisco, CA 94129, USA",4.6,"['museum', 'point_of_interest', 'establishment']",ChIJ5f7ZKtiGhYAR9WaYFS6bH1U,37.80145479999999,-122.4586558,,2386
Cable Car Museum,"1201 Mason St, San Francisco, CA 94108, USA",4.6,"['museum', 'point_of_interest', 'establishment']",ChIJX1oMlvKAhYARNZquwetszd8,37.7947043,-122.4117199,,3200
Ferry Building Marketplace,"One Ferry Building, San Francisco, CA 94111, USA",4.5,"['point_of_interest', 'establishment']",ChIJWTGPjmaAhYARxz6l1hOj92w,37.7954662,-122.3936545,,5958
Asian Art Museum,"200 Larkin St, San Francisco, CA 94102, USA",4.5,"['museum', 'point_of_interest', 'establishment']",ChIJkQQVTZqAhYARHxPt2iJkm1Q,37.7801637,-122.4161985,,1369
Lombard Street,"San Francisco, CA, USA",0.0,['route'],ChIJl62Bq92AhYARrLLC3ZcLL8Q,37.8010834,-122.4267887,,13461
Pier 39,"Beach St & The Embarcadero, San Francisco, CA 94133, USA",4.5,"['shopping_mall', 'premise', 'point_of_interest', 'establishment']",ChIJHSGzi_yAhYARnrPmDWAx9ro,37.80867300000001,-122.409821,,16927
Legion of Honor,"100 34th Ave, San Francisco, CA 94121, USA",4.6,"['museum', 'point_of_interest', 'establishment']",ChIJabri1qyHhYARLE0Vd4zY_7k,37.7844661,-122.5008419,,1801
Musee Mecanique,"45 Sausalito - San Francisco Pier 41, San Francisco, CA 94133, USA",4.6,"['museum', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJCQAzVOKAhYARuOpiALmomu0,37.8093405,-122.4160609,,2406
San Francisco Museum of Modern Art (SFMOMA),"151 3rd St, San Francisco, CA 94103, USA",4.7,"['art_gallery', 'museum', 'point_of_interest', 'establishment']",ChIJ53I1Yn2AhYAR_Vl1vNygfMg,37.7857182,-122.4010508,,1497
Presidio of San Francisco,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJmxVaCN-GhYARYH--_Fayr7Q,37.7988737,-122.4661937,,1500
de Young Museum,"50 Hagiwara Tea Garden Dr, San Francisco, CA 94118, USA",4.5,"['museum', 'point_of_interest', 'establishment']",ChIJI7NivpmAhYARSuRPlbbn_2w,37.771469,-122.4686755,,1850
Fort Point National Historic Site,"Long Ave & Marine Dr, San Francisco, CA 94129, USA",4.7,"['point_of_interest', 'establishment']",ChIJ_fRRLeqGhYAROWsCl5027X8,37.8106185,-122.4770527,,891
Coit Tower,"1 Telegraph Hill Blvd, San Francisco, CA 94133, USA",4.4,"['point_of_interest', 'establishment']",ChIJAQAAQIyAhYARRN3yIQG4hd4,37.8023949,-122.4058222,,3929
Baker Beach,"San Francisco, CA, USA",4.7,"['natural_feature', 'establishment']",ChIJp_hAi_yGhYARGdXAfU1rPYs,37.7935724,-122.483638,,732
Fisherman's Wharf,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJueOuefqAhYARapAU-YtbztA,37.8079996,-122.4177434,,15234
Angel Island State Park,"Tiburon, CA 94920, USA",4.1,"['natural_feature', 'establishment']",ChIJ1Rtu3uyDhYARYkTv738oYhk,37.860909,-122.4325682,,825
Crissy Field,"San Francisco, CA 94129, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJVbMlhdyGhYARADaqASKRFVs,37.8040257,-122.4650165,,1262
Golden Gate Promenade,"San Francisco, CA 94129, USA",0.0,['route'],ChIJJ8mfhtqGhYARoWJCNTeTcWk,37.8050136,-122.4584122,,491
Grace Cathedral,"1100 California St, San Francisco, CA 94108, USA",4.5,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJg2Kun5KAhYARg0g3AF1jbQQ,37.7918581,-122.4134328,,1069
San Francisco City Hall,"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA",4.4,"['city_hall', 'local_government_office', 'point_of_interest', 'establishment']",ChIJY-bqepmAhYARSk9Xg_9tcLI,37.7792597,-122.4192646,,800
Filbert Steps,"San Francisco, CA, USA",0.0,['route'],ChIJX1vwTt2AhYARc7eF3hUwPrM,37.7995077,-122.4241083,,456
San Francisco Botanical Garden,"1199 9th Ave, San Francisco, CA 94122, USA",4.7,"['museum', 'park', 'point_of_interest', 'establishment']",ChIJW5w2V2iHhYARQoOl_ZsQlOg,37.7671764,-122.467496,,718
Japanese Tea Garden,"75 Hagiwara Tea Garden Dr, San Francisco, CA CA 94118, USA",4.3,"['park', 'point_of_interest', 'establishment']",ChIJhVvouY-AhYARt6oYQBabsr8,37.7700914,-122.470436,,2925
San Francisco Bay Bridge,"San Francisco – Oakland Bay Bridge, San Francisco, CA, USA",4.4,"['point_of_interest', 'establishment']",ChIJ8yqBQBOAhYARU-WeAqu8_K4,37.7982799,-122.3778182,,1573
16 Avenue Tiled Steps,"16th Ave, San Francisco, CA 94122, USA",4.7,"['point_of_interest', 'establishment']",ChIJZbB4wmGHhYAR7dZMVRkEWz0,37.7562705,-122.4731745,,458
Mission Dolores Park,"Dolores St & 19th St, San Francisco, CA 94114, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJp3CqeRd-j4ARYI0i8e_kGKY,37.7596168,-122.4269038,,644
San Francisco Maritime National Historical Park,"San Francisco, CA 94109, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJ7bPtqOGAhYARlc1YRlOfGrc,37.80774299999999,-122.42415,,550
Ghirardelli Square,"900 North Point St, San Francisco, CA 94109, USA",4.4,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJvXl2weCAhYARjSxnhzrBfNc,37.8058763,-122.4229502,,3005
USS Pampanito,"#11 B Sausalito - San Francisco Pier 41, San Francisco, CA 94133, USA",4.4,"['museum', 'point_of_interest', 'establishment']",ChIJ60RjV-KAhYARZTyNwVT1AWo,37.8099558,-122.4164365,,644
Ferry Plaza Farmer's Market,"One Ferry Building, #50, San Francisco, CA 94111, USA",4.6,"['point_of_interest', 'establishment']",ChIJgT8Lk2aAhYARoNqiP9oBzbw,37.795581,-122.393411,,428
The Embarcadero,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJrUM2mWaAhYARfx6a1ZmDF3c,37.7992627,-122.3976732,,823
The Castro,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJndQGNht-j4ARiXwy1QZmpsk,37.7609082,-122.4350043,,823
Alamo Square,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJudgZRaWAhYARSP5xZKXpvV8,37.7774994,-122.433252,,1172
Powell and Market Cable Car Turnaround,"Powell St, San Francisco, CA 94102, USA",4.4,"['point_of_interest', 'establishment']",ChIJjS3A-oWAhYAR4IAKef6Uq28,37.7847198,-122.4076676,,846
Haight-Ashbury,"San Francisco, CA 94117, USA",0.0,"['neighborhood', 'political']",ChIJX_Qyn6yAhYARSAqN56vATTI,37.7692204,-122.4481393,,1198
Union Square,"Management Suite, 12 First Level Mall, Union Square, Guild Square, Aberdeen AB11 5RG, United Kingdom",4.2,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJs578jzsOhEgRI6hasjzU23M,57.1427616,-2.0961604,,1823
Sutro Baths,"1004 Point Lobos Ave, San Francisco, CA 94121, USA",4.6,"['point_of_interest', 'establishment']",ChIJszBPbLWHhYARfrlLxEb3GuA,37.7804369,-122.5136935,,342
Westfield San Francisco Centre,"865 Market St, San Francisco, CA 94103, USA",4.3,"['shopping_mall', 'shoe_store', 'movie_theater', 'department_store', 'clothing_store', 'electronics_store', 'home_goods_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ6zMe3oWAhYARaZ33Z1BAMRo,37.7841179,-122.4064352,,513
Painted Ladies,"Steiner St & Hayes St, San Francisco, CA 94117, USA",4.3,"['point_of_interest', 'establishment']",ChIJuX92JKWAhYARxVmeb8DQIYQ,37.7762593,-122.432758,,1326
SS Jeremiah O'Brien,"Pier 45, Fisherman's Wharf, San Francisco, CA 94133, USA",4.6,"['museum', 'point_of_interest', 'establishment']",ChIJR3tgUOKAhYARqS7NZ7xDM44,37.8110638,-122.4181442,,330
San Francisco Zoo,"Sloat Blvd & Great Hwy, San Francisco, CA 94132, USA",4.4,"['zoo', 'point_of_interest', 'establishment']",ChIJjaIC83F9j4AR1z3B225I_XU,37.7331299,-122.5051593,,713
Cliff House,"1090 Point Lobos Ave, San Francisco, CA 94121, USA",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ7dtznbWHhYAR81fEwzi58F4,37.7784764,-122.513963,,390
Madame Tussauds San Francisco,"145 Jefferson St #600, San Francisco, CA 94133, USA",4.2,"['travel_agency', 'museum', 'store', 'point_of_interest', 'establishment']",ChIJy3Ksp-OAhYARthoGyFztDtA,37.8082255,-122.4148634,,431
Little Italy,"189 Grand St, New York, NY 10013, USA",4.4,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJIa98TIhZwokRCZnMKhWT5hs,40.7192011,-73.9974897,,311
Mission Dolores,"3321 16th St, San Francisco, CA 94114, USA",4.4,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJFcynIBl-j4ARhkCe4XekDDs,37.7643873,-122.4268969,,251
Aquarium of the Bay,"Pier 39 The Embarcadero & Beach St, San Francisco, CA 94133, USA",4.0,"['aquarium', 'point_of_interest', 'establishment']",ChIJr6OmefyAhYAR-h8_vW9p5GQ,37.8087247,-122.4093074,,1373
Barebottle Brewing Company,"1525 Cortland Ave, San Francisco, CA 94110, USA",4.7,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH5jJ8VZ-j4ARja23tGUOAzE,37.740085,-122.409003,,70
Yerba Buena Gardens,"750 Howard St, San Francisco, CA 94103, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJCUsDnIeAhYARWCBpPTrHJpQ,37.7850153,-122.4023464,,256
Ocean Beach,"Carrer des Molí, 12-14, 07820 Sant Antoni de Portmany, Illes Balears, Spain",4.3,"['point_of_interest', 'establishment']",ChIJY0JededJmRIRVVoeTwERzwI,38.9717844,1.3065043,,339
Telegraph Hill,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJXwXX0faAhYARhK4t5Sq5mYY,37.8013407,-122.4056674,,240
Mission District,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJIzOAXzx-j4ARiVHkPQcAWAM,37.7598648,-122.4147977,,438
San Francisco Maritime National Historical Park Ships at Hyde Street Pier,"2905 Hyde St, San Francisco, CA 94109, USA",4.6,"['premise', 'point_of_interest', 'establishment']",ChIJ7XU8qeGAhYARMd5brm8JUSs,37.8077735,-122.4208956,,193
Japantown,"San Francisco, CA 94115, USA",0.0,"['neighborhood', 'political']",ChIJdWS3Kr-AhYARwstzJFP-ghw,37.7854135,-122.429383,,417
Transamerica Pyramid,"600 Montgomery St, San Francisco, CA 94111, USA",4.4,"['premise', 'point_of_interest', 'establishment']",ChIJQ-U7wYqAhYAReKjwcBt6SGU,37.79517750000001,-122.4027787,,261
Treasure Island,"3300 S Las Vegas Blvd, Las Vegas, NV 89109, USA",4.1,"['casino', 'beauty_salon', 'spa', 'clothing_store', 'store', 'lodging', 'point_of_interest', 'establishment']",ChIJswuaqjrEyIARE0cTvGmUiwk,36.1247446,-115.1720809,,217
Fort Funston,"Fort Funston Rd, San Francisco, CA 94132, USA",4.8,"['park', 'point_of_interest', 'establishment']",ChIJazyNlAR9j4ARzE6pzUtJWyw,37.7195436,-122.5028052,,134
St. Mary's Cathedral,"St Marys Rd, Sydney NSW 2000, Australia",4.6,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJIfH_5hSuEmsR3jZ2qQd0ev4,-33.8711905,151.2133254,,113
Russian Hill,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJdZaCGuaAhYARxWlcNTgaA-c,37.8010963,-122.4195558,,142
Sea Lion Center,"203 Pier 39 Concourse, San Francisco, CA 94133, USA",4.7,"['point_of_interest', 'establishment']",ChIJHbTz8PyAhYARhiZjmgRK8AI,37.8106021,-122.4109888,,102
Glide Memorial United Methodist Church,"330 Ellis St, San Francisco, CA 94102, USA",4.4,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJgyxx6Y-AhYARxePDEkX8ufc,37.785154,-122.4114072,,116
Union Street,"4145 Woodward Ave, Detroit, MI 48201, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJnTki1bnSJIgRWcUQ1lKkMrw,42.3511929,-83.0608454,,119
Moscone Center,"747 Howard St, San Francisco, CA 94103, USA",4.4,"['point_of_interest', 'establishment']",ChIJiX4p7X2AhYARbDw5qoA4Vdk,37.7831029,-122.4040588,,171
Marina District,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJG6XlmteAhYARMgiT8-gPxQM,37.8036667,-122.4368151,,110
Pier 7,Marina Promenade، Dubai Marina - Dubai - United Arab Emirates,4.5,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJuXdpwKpsXz4RGaF38JX41hw,25.0764356,55.139072,,74
Balmy Alley Murals,"50 Balmy St, San Francisco, CA 94110, USA",4.5,"['point_of_interest', 'establishment']",ChIJI_DSmEh-j4ARD3DzVWxfVw8,37.7518028,-122.4124145,,108
Pacific Heights,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJRwx1k8WAhYARfPRwDfdu8CY,37.7925153,-122.4382307,,85
The Beat Museum,"540 Broadway, San Francisco, CA 94133, USA",4.2,"['museum', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJY6qvZfSAhYARE-zWxUt9vxE,37.7980649,-122.4062256,,99
Haight Street,"San Francisco, CA, USA",0.0,['route'],ChIJ6X0u06iAhYARxUKPmuMLwm8,37.7711693,-122.4379324,,158
Seven Stills Brewery and Distillery,"1439 Egbert Ave, San Francisco, CA 94124, USA",4.8,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJUb13xhh_j4ARQuutcRwpdYo,37.7230321,-122.3935644,,31
SFJazz Center,"201 Franklin St, San Francisco, CA 94102, USA",4.8,"['point_of_interest', 'establishment']",ChIJS53IPGGAhYARbUmMvoOAZ88,37.7763257,-122.4214361,,59
Civic Center,"221 Walnut St, Des Moines, IA 50309, USA",4.4,"['point_of_interest', 'establishment']",ChIJ50YDYKqZ7ocRwT9fbTUWdu4,41.5872889,-93.6204483,,191
San Francisco Ballet,"455 Franklin St, San Francisco, CA 94102, USA",4.5,"['point_of_interest', 'establishment']",ChIJnUqw-JiAhYAR0KOYOjdRLs8,37.778516,-122.421895,,131
Contemporary Jewish Museum,"736 Mission St, San Francisco, CA 94103, USA",4.1,"['museum', 'point_of_interest', 'establishment']",ChIJQ4ofxYeAhYARnLQjgdsj76k,37.7860085,-122.4037009,,187
Fort Mason Center,"Schofield Rd, San Francisco, CA 94109, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJ8x6MF9-AhYAR3ieCeyoWL5A,37.8063178,-122.4297213,,113
Louise M. Davies Symphony Hall,"201 Van Ness Ave, San Francisco, CA 94102, USA",0.0,['premise'],ChIJLZdoPZmAhYARCANMfz0eq9U,37.7776121,-122.420623,,86
Lyon Street Steps,"San Francisco, CA, USA",0.0,['route'],ChIJURT_WMuAhYARD5c7NqPrekA,37.7879278,-122.445519,,45
Fillmore Street,"San Francisco, CA, USA",0.0,['route'],ChIJL-GMlceAhYARbF2fq57-GWQ,37.7879587,-122.4336699,,93
Washington Square,"9585 SW Washington Square Rd, Portland, OR 97223, USA",4.3,"['shopping_mall', 'clothing_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJy9M2zVcMlVQRq1JHJmZthm8,45.4502491,-122.7812183,,109
Children's Creativity Museum,"221 4th St, San Francisco, CA 94103, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJt1SMQ4eAhYAR-8dkWSoHKZI,37.7833172,-122.4021201,,62
Aquatic Park,"80 Bolivar Dr, Berkeley, CA 94710, USA",4.1,"['park', 'point_of_interest', 'establishment']",ChIJicH48-9-hYARI-frQdm5OBs,37.8603258,-122.2992682,,58
Treasure Fest,"1 Avenue of the Palms, San Francisco, CA 94130, USA",4.3,"['point_of_interest', 'establishment']",ChIJWzpq8jCAhYARJABHgNa3wwA,37.816985,-122.370786,,53
Old Cathedral of St. Mary,"660 California St, San Francisco, CA 94108, USA",4.6,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJl3ZcoouAhYAR1DI821H-LUw,37.7928445,-122.4058109,,67
Stow Lake,"San Francisco, CA 94118, USA",0.0,['route'],ChIJM4l5AmyHhYARrkwVEbnpcMw,37.7688689,-122.4774692,,94
Japan Center,"1737 Post St, San Francisco, CA 94115, USA",4.4,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJBYGM7JGAhYARewX82XkeUWo,37.7851875,-122.4305388,,108
War Memorial Opera House,"301 Van Ness Ave, San Francisco, CA 94109, USA",4.7,"['point_of_interest', 'establishment']",ChIJ7UVGDpmAhYARBt5goMZ-AO0,37.778583,-122.4208774,,82
Golden Gate Park Windmills & Tulips,"1691 John F Kennedy Dr, San Francisco, CA 94121, USA",4.4,"['premise', 'point_of_interest', 'establishment']",ChIJyzM7ebmHhYARKXUIhJF_VOI,37.7704465,-122.5093952,,54
Embarcadero Center,"San Francisco, CA 94111, USA",4.2,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJG4kUEWGAhYARtQwQFYlJCio,37.7944021,-122.3984865,,84
Ripley s Believe It or Not! San Francisco,"175 Jefferson St, San Francisco, CA 94133, USA",3.9,"['museum', 'art_gallery', 'point_of_interest', 'establishment']",ChIJf1rSC-OAhYARTxu37gYw8RU,37.8081571,-122.415464,,212
"Martin Luther King, Jr. Memorial and Waterfall","1964 Independence Ave SW, Washington, DC 20024, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJUQb_Dwi3t4kRHsEaPW7Z2tw,38.8862302,-77.0442344,,46
San Francisco Railway Museum,"77 Steuart St, San Francisco, CA 94105, USA",3.9,"['museum', 'store', 'point_of_interest', 'establishment']",ChIJ_f7xMWSAhYARThFhbatwJak,37.7938256,-122.3935533,,97
Grand View Park,"1705 14th Ave, San Francisco, CA 94122, USA",4.8,"['park', 'point_of_interest', 'establishment']",ChIJFS16LmCHhYAR9-5CGavbV2k,37.7564084,-122.4717396,,47
Haas - Lilienthal House,"2007 Franklin St, San Francisco, CA 94109, USA",4.4,"['museum', 'point_of_interest', 'establishment']",ChIJDwAg6cGAhYARwU2X5hTMK_s,37.7932841,-122.424959,,69
Bernal Heights,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJSVy9XFx-j4ARMl0msWEEZ7c,37.7411622,-122.4178378,,44
Hayes Valley,"San Francisco, CA 94102, USA",0.0,"['neighborhood', 'political']",ChIJGeftlqGAhYARLx8zNHZgtS8,37.7759073,-122.4245247,,53
San Francisco Maritime National Historical Park's Visitor Center,"499 Jefferson St, San Francisco, CA 94109, USA",4.4,"['travel_agency', 'park', 'point_of_interest', 'establishment']",ChIJQ09tqOGAhYARoAorgs1onFQ,37.8075046,-122.4205546,,40
San Francisco Maritime Museum/Aquatic Park Bathhouse Building,"900 Beach St, San Francisco, CA 94109, USA",4.4,"['museum', 'point_of_interest', 'establishment']",ChIJ7bPtqOGAhYAR0PehdroyYdw,37.8064106,-122.4239026,,79
San Francisco Visitor Information Center,"900 Market St, San Francisco, CA 94102, USA",4.2,"['travel_agency', 'point_of_interest', 'establishment']",ChIJ6-oK6YWAhYAR6hpLtB5vsv4,37.7839968,-122.4086689,,72
Panhandle - Golden Gate Park,"Stanyan St & Fell St, San Francisco, CA 94117, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJExp0sFKHhYARJuAx1sqfD0Y,37.7724379,-122.4462853,,54
"Fort Mason, the Great Meadow","Bay St, San Francisco, CA 94123, USA",4.7,"['park', 'point_of_interest', 'establishment']",ChIJK-Cx0NiAhYAReUbTO5cbg18,37.8047706,-122.4304005,,47
Greenwich Steps,"231 Greenwich St, San Francisco, CA 94133, USA",4.8,"['point_of_interest', 'establishment']",ChIJxYI_U_aAhYARZyW-_HnIcTA,37.8030301,-122.4037361,,52
Chinese Historical Society of America,"965 Clay St, San Francisco, CA 94108, USA",4.4,"['museum', 'point_of_interest', 'establishment']",ChIJQS4IxoyAhYARBylg5_xO8TE,37.7938436,-122.4087786,,32
Lafayette Park,"Gough St. & Washington St, San Francisco, CA 94109, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJC3O0GsGAhYAR4JK4ut4xPsM,37.7916146,-122.4276133,,36
Hidden Garden Steps,"1515 16th Ave, San Francisco, CA 94122, USA",4.7,"['point_of_interest', 'establishment']",ChIJZ2FsSmGHhYAR5T7IucrXu-Y,37.7562619,-122.4732894,,33
Corona Heights,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJXbc6AwF-j4ARbwUHVZolg3U,37.7618119,-122.4431851,,35
San Francisco Art Institute,"800 Chestnut St, San Francisco, CA 94133, USA",4.5,"['university', 'school', 'point_of_interest', 'establishment']",ChIJ5WLIyuWAhYARbzm2ZWKavPY,37.803376,-122.417167,,43
GLBT History Museum,"4127 18th St, San Francisco, CA 94114, USA",4.3,"['museum', 'store', 'point_of_interest', 'establishment']",ChIJiaELzAR-j4ARq0FRvpCYv1Q,37.7606979,-122.4356494,,61
Steinhart Aquarium,"55 Music Concourse Dr, San Francisco, CA 94118, USA",4.8,"['aquarium', 'point_of_interest', 'establishment']",ChIJS25lUkKHhYARU1ws6Nfj8v0,37.7698293,-122.466105,,52
Warfield Theater,"982 Market St, San Francisco, CA 94102, USA",4.3,"['point_of_interest', 'establishment']",ChIJ26vXqYWAhYAR-pHMSmLA0nA,37.7826737,-122.410428,,48
Port of San Francisco,"Pier 1 The Embarcadero, San Francisco, CA 94111, USA",4.9,"['transit_station', 'point_of_interest', 'establishment']",ChIJw3D8L2eAhYARJo9n9osiGDg,37.7968374,-122.3950767,,29
Angel Island Immigration Station,"Tiburon, CA 94920, USA",0.0,['premise'],ChIJQ1oszpWDhYAR-X8w3_N_yo8,37.8693332,-122.4263967,,33
Autodesk Gallery,"1 Market St #200, San Francisco, CA 94105, USA",4.7,"['art_gallery', 'museum', 'point_of_interest', 'establishment']",ChIJtXXOqGaAhYARR2O_cOkkl3s,37.7938786,-122.3948178,,25
San Francisco National Cemetery,"1 Lincoln Blvd, San Francisco, CA 94129, USA",4.5,"['cemetery', 'point_of_interest', 'establishment']",ChIJcf89z96GhYARbVHr9E7SL8U,37.7998167,-122.4644702,,32
Cellarmaker Brewing Company,"1150 Howard St, San Francisco, CA 94103, USA",4.7,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJ-aSP4oKAhYAR9V-3zHp4Qcg,37.777171,-122.41073,,38
Sutro Heights Park,"846 Point Lobos Ave, San Francisco, CA 94121, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJ-U68LrSHhYARWgGKnK3Bc14,37.7777942,-122.5111075,,31
Alta Plaza Park,"Jackson St. & Steiner St., San Francisco, CA 94115, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJnS-EJM-AhYARYX4zAkEVsP8,37.7911417,-122.4376241,,23
Women's Building Mural,"3543 18th St #8, San Francisco, CA 94110, USA",4.5,"['point_of_interest', 'establishment']",ChIJ6Z-syiJ-j4ARjOHTXwU6LEo,37.7615596,-122.4226539,,35
National AIDS Memorial Grove,"Nancy Pelosi Dr & Bowling Green Dr, San Francisco, CA 94122, USA",4.8,"['park', 'point_of_interest', 'establishment']",ChIJA5OA_YWAhYARhmsqNSUugxY,37.7698852,-122.4607597,,27
Noe Valley,"San Francisco, CA, USA",0.0,"['neighborhood', 'political']",ChIJQxc9KhN-j4AR6gVw6jjSI8Q,37.7502378,-122.4337029,,37
American Conservatory Theater,"30 Grant Ave, San Francisco, CA 94108, USA",4.4,"['point_of_interest', 'establishment']",ChIJhWpBjYiAhYARpu6vqQcCXqA,37.78722800000001,-122.404888,,49
Beach Chalet,"1000 Great Hwy, San Francisco, CA 94121, USA",3.8,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ1ShzE7mHhYARnIi1rffKeVc,37.7694643,-122.5100964,,90
Columbus Avenue,"New York, NY, USA",0.0,['route'],ChIJIRjvYrJZwokRqANarwctPvQ,40.76921230000001,-73.9847724,,36
The Fillmore,"1805 Geary Blvd, San Francisco, CA 94115, USA",4.6,"['store', 'point_of_interest', 'establishment']",ChIJO2EGsrmAhYARdDfDm-uVTQQ,37.783926,-122.433072,,42
Museum of the African Diaspora,"685 Mission St, San Francisco, CA 94105, USA",4.1,"['museum', 'point_of_interest', 'establishment']",ChIJrV7u94eAhYARVQN3mR8cQGM,37.786562,-122.401361,,52
Levi's Plaza Park,"1155 Battery St, San Francisco, CA 94111, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJ_3UToFiAhYAREy-JQy1gJmk,37.8024468,-122.4020911,,49
SHN Curran Theatre,"1192 Market St, San Francisco, CA 94102, USA",4.5,"['point_of_interest', 'establishment']",ChIJ76ERUo6AhYARr8LiSU5hciU,37.7793632,-122.4146772,,36
Mount Davidson,"San Francisco, CA 94127, USA",4.8,"['natural_feature', 'establishment']",ChIJn2JEDtx9j4AR-xvWeQTWKqY,37.7383333,-122.4533333,,29
The National Shrine of Saint Francis of Assisi,"610 Vallejo St, San Francisco, CA 94133, USA",4.6,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJk2Ow9vOAhYARnxZIM3WplOU,37.7990061,-122.4077015,,26
Cartoon Art Museum,"781 Beach St, San Francisco, CA 94109, USA",4.0,"['museum', 'point_of_interest', 'establishment']",ChIJWwSkVn2AhYARUQfWE_EJ9ZQ,37.806257,-122.42171,,65
Golden Gate Theatre,"1 Taylor St, San Francisco, CA 94102, USA",4.3,"['point_of_interest', 'establishment']",ChIJVVVVVSh-j4ARzFMW81JHLPg,37.78250500000001,-122.41108,,30
The Wave Organ,"83 Marina Green Dr, San Francisco, CA 94123, USA",4.1,"['point_of_interest', 'establishment']",ChIJ4e_eTCmBhYARKs37VQo82FA,37.8085184,-122.440221,,72
