attraction,address,rating,types,place_id,lat,lng,reviews,reviews_count
Rotary Playgarden,"438 Coleman Ave, San Jose, CA 95110, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJzR4-U2LLj4ARjiMp-x3X-Po,37.34193459999999,-121.9048807,,23
Kelley Park,"1300 Senter Rd, San Jose, CA 95112, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJnwKWPCwzjoARmYIzOuWZLuk,37.3240242,-121.8634547,,24
Joseph D. Grant County Park,"18405 Mt Hamilton Rd, Mt Hamilton, CA 95140, USA",4.5,"['park', 'campground', 'lodging', 'point_of_interest', 'establishment']",ChIJEXwxJnMrjoAR2dHPC873H8M,37.34146500000001,-121.719671,,15
Emma Prusch Farm Park,"647 King Rd, San Jose, CA 95116, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJrytoZyXNj4AR8BLmODffC7I,37.3395892,-121.8466769,,21
History Museum of San Jose,"1650 Senter Rd, San Jose, CA 95112, USA",4.3,"['museum', 'park', 'point_of_interest', 'establishment']",ChIJafwXwCgzjoARwzNzqjE6mkY,37.319981,-121.8586456,,25
San Jose Flea Market,"1590 Berryessa Rd, San Jose, CA 95133, USA",4.1,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",ChIJNcVZfl3Mj4ARCCTCNYnOCPw,37.3685401,-121.8772978,,63
Coyote Creek Parkway Path,"California, USA",0.0,['route'],ChIJ6d5H0xkvjoARGFyWIhthZb4,37.2456356,-121.766683,,14
Casino M8trix,"1887 Matrix Blvd, San Jose, CA 95110, USA",3.7,"['casino', 'point_of_interest', 'establishment']",ChIJq3OfguvLj4AR2DtTe7qqOH4,37.3712366,-121.9195881,,35
Hellyer County Park,"985 Hellyer Ave, San Jose, CA 95111, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJgYjw7goyjoARCs5VeUygEzs,37.2824665,-121.8124803,,13
Monopoly in the Park,"330 W San Carlos St, San Jose, CA 95110, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJe6jlga_Mj4ARpuVbYqbTIP4,37.3282543,-121.8931994,,32
Santa Teresa County Park,"Bernal Rd, San Jose, CA 95120, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJgWcGgcEvjoARutvVE2KfBsc,37.2162598,-121.7934072,,12
Montgomery Theater,"271 S Market St, San Jose, CA 95113, USA",4.8,"['point_of_interest', 'establishment']",ChIJwTUa-q_Mj4ARwkrv0iR5YT8,37.330886,-121.889298,,11
Mount Umunhum,"California 95120, USA",4.9,"['natural_feature', 'establishment']",ChIJKWgZBAE6joARtFF8ta598Tk,37.1605016,-121.8985666,,8
Eastridge Shopping Center,"2200 Eastridge Loop #2062, San Jose, CA 95122, USA",4.1,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJ1cJ8Q6AyjoAReHpwzr8etnY,37.3252777,-121.8141126,,20
Oakridge Mall,"925 Blossom Hill Rd, San Jose, CA 95123, USA",4.2,"['shopping_mall', 'shoe_store', 'movie_theater', 'department_store', 'clothing_store', 'electronics_store', 'home_goods_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJjUmd4NUzjoAR_CGjv4ZrHJY,37.2520341,-121.8631498,,26
New Almaden Quicksilver Mine,"21350 Almaden Rd, San Jose, CA 95120, USA",4.6,"['museum', 'point_of_interest', 'establishment']",ChIJb0FTNK46joAR2CdhOHnN2-g,37.1784331,-121.8194384,,10
Guadalupe River Trail,"San Jose, CA, USA",0.0,['route'],ChIJ4-foXaHMj4ARWD1QUhQGR6Q,37.37419570000001,-121.9328275,,25
San Jose Betsuin Buddhist Church,"640 N 5th St, San Jose, CA 95112, USA",4.9,"['place_of_worship', 'point_of_interest', 'establishment']",ChIJnW5j9YTMj4ARe3MtUjRU2XM,37.34996599999999,-121.89471,,9
Ira F. Brilliant Center for Beethoven Studies,"San Jose, CA 95112, USA",0.0,['premise'],ChIJaykC-bvMj4ARC4DzYEAprxw,37.3360086,-121.8849005,,9
Lake Cunningham Park,"San Jose, CA 95148, USA",4.5,"['natural_feature', 'establishment']",ChIJB0LcolctjoARyIfukoYgEYY,37.336127,-121.809996,,18
Coachella Valley Church,"2142 The Alameda, San Jose, CA 95126, USA",4.8,"['church', 'place_of_worship', 'book_store', 'store', 'point_of_interest', 'establishment']",ChIJncAWhQnLj4ARsMy7A42GpbM,37.3441135,-121.9296123,,0
Broadway San Jose,"100 West San Fernando #465, San Jose, CA 95113, USA",4.8,"['point_of_interest', 'establishment']",ChIJC2AabKXMj4ARE1_H81d_sGM,37.3327427,-121.8919995,,6
Guadalupe Oak Grove Park,"5982 Thorntree Dr, San Jose, CA 95120, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJPwa7FWgxjoARC7XH49A0dAo,37.2359108,-121.8779457,,6
Santa Clara Valley Brewing,"101 E Alma Ave, San Jose, CA 95112, USA",4.3,"['food', 'point_of_interest', 'establishment']",ChIJm1cjABYzjoARTpAbUPxcFSo,37.3172504,-121.8732689,,5
Trinity Episcopal Cathedral,"147 NW 19th Ave, Portland, OR 97209, USA",4.2,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJebl39fcJlVQRN2eIyWoZlXw,45.5245579,-122.6910166,,6
Martial Cottle Park,"5283 Snell Ave, San Jose, CA 95136, USA",4.4,"['park', 'food', 'point_of_interest', 'establishment']",ChIJexw11B8yjoAR0QCnB36H8Nc,37.263447,-121.833701,,5
Guadalupe River Park,"438 Coleman Ave, San Jose, CA 95110, USA",4.1,"['park', 'point_of_interest', 'establishment']",ChIJAbdJa2LLj4ARkimX9gu_Edg,37.3433081,-121.9034378,,37
Center for Spiritual Enlightenment,"1146 University Ave, San Jose, CA 95126, USA",5.0,"['church', 'place_of_worship', 'gym', 'health', 'point_of_interest', 'establishment']",ChIJvYWTfG3Lj4ARKV9JxB0x52c,37.3390174,-121.9224343,,5
San Jose Institute of Contemporary Art,"560 S 1st St, San Jose, CA 95113, USA",4.5,"['art_gallery', 'point_of_interest', 'establishment']",ChIJ3U_ft7bMj4ARDcNsTlh79zo,37.3277322,-121.8841022,,7
Flickinger Park,"1441 Tourney Dr, San Jose, CA 95131, USA",4.0,"['park', 'point_of_interest', 'establishment']",ChIJ_U3XETzMj4ARCaWmfg8Bbp4,37.3877845,-121.8745499,,6
Almaden Lake Park,"6099 Winfield Blvd, San Jose, CA 95120, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJ-ZogKrvMj4ARfjcGfUkMHxY,37.2405274,-121.8717455,,4
Antiques Colony,"1881 W San Carlos St, San Jose, CA 95128, USA",4.6,"['furniture_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJsVVr0D7Lj4AR2IqUyKvrWH4,37.3235695,-121.928032,,3
City Lights Theater Company,"529 S 2nd St, San Jose, CA 95112, USA",4.8,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJVbM327bMj4ARFtW3ks22e4A,37.328395,-121.8838879,,4
Rockbar Theater,"211 N Virginia St, Reno, NV 89501, USA",4.0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLbjbNzVHmYARsP-wWQflnpk,39.5271752,-119.81365,,6
Coterie Cellars,"885 W Julian St, San Jose, CA 95126, USA",4.8,"['food', 'point_of_interest', 'establishment']",ChIJGUis-T0zjoARE0YBqLA8sKY,37.33379780000001,-121.90759,,5
Anno Domini Gallery,"366 S 1st St, San Jose, CA 95113, USA",4.4,"['art_gallery', 'point_of_interest', 'establishment']",ChIJ8deln7DMj4ARQGUdbuyIE6g,37.3306112,-121.8862462,,6
Spina Farms Pumpkin Patch,"Santa Teresa Blvd, Morgan Hill, CA 95037, USA",4.2,"['grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",ChIJRyMh38cxjoARto3otkw6oyY,37.2006654,-121.7356538,,4
Peralta Adobe and Fallon House Historic Site,"175 W St John St, San Jose, CA 95110, USA",5.0,"['point_of_interest', 'establishment']",ChIJT_5GEaLMj4ARfldLT7VQsuY,37.3368052,-121.895111,,7
Hapa's Brewing Company,"460 Lincoln Ave #90, San Jose, CA 95126, USA",4.7,"['food', 'point_of_interest', 'establishment']",ChIJX48wSFHLj4AR-N93mg61h90,37.32,-121.908028,,2
Saint James Park,"Barrack Rd, Newcastle upon Tyne NE1 4ST, UK",4.6,"['stadium', 'point_of_interest', 'establishment']",ChIJe9gg3DR3fkgRiHtT-gQUkS4,54.975556,-1.621667,,0
The Plant Shopping Center,"1 Curtner Ave, San Jose, CA 95125, USA",4.2,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJXX_PURkzjoARRhX4euQML28,37.3030844,-121.8654102,,7
Jeffrey Fontana Park,"Meridian Ave, San Jose, CA 95120, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJxTdxAxUxjoAR6Tur3zP_vTI,37.2325132,-121.8803232,,3
Butcher Dog Park,"1782 Lancaster Dr, San Jose, CA 95124, USA",4.3,"['park', 'point_of_interest', 'establishment']",ChIJL_bFi240joARmwA70n2h3_k,37.2599755,-121.9159643,,3
San Jose Friends Meeting House,"1041 Morse St, San Jose, CA 95126, USA",0.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJc5XmbgzLj4ARLsWOqCR89iY,37.3413411,-121.9283173,,3
California Trolley and Railroad Corporation,"1600 Senter Rd, San Jose, CA 95112, USA",0.0,"['point_of_interest', 'establishment']",ChIJb3wZwCgzjoARPnyraKxrLx4,37.3204838,-121.8605017,,2
Japantown Farmers' Market,"251-, 299 Jackson St, San Jose, CA 95112, United States",4.3,"['point_of_interest', 'establishment']",ChIJ1zsYBYXMj4ARSEfdscIV_po,37.3500431,-121.892757,,5
"Dr. Martin Luther King, Jr. Library","150 E San Fernando St, San Jose, CA 95112, USA",4.4,"['library', 'point_of_interest', 'establishment']",ChIJgbAiC7zMj4ARf9VjyD-BcOM,37.3355068,-121.8849988,,2
Kaleid Gallery,"88 S 4th St, San Jose, CA 95112, USA",4.7,"['art_gallery', 'point_of_interest', 'establishment']",ChIJ4wa-DLzMj4ARb7kgmF_CVUM,37.3364664,-121.8862606,,5
Chateau CharMarron Peony Gardens,"5335 Sierra Rd, San Jose, CA 95132, USA",4.8,"['park', 'point_of_interest', 'establishment']",ChIJF1OJ5zzSj4ARXHOW8PA_0Ac,37.417621,-121.78455,,4
Historic Orchard,"438 Coleman Ave, San Jose, CA 95110, USA",4.2,"['food', 'point_of_interest', 'establishment']",ChIJR2a7RmPLj4ARe9iebWv0-tg,37.3430193,-121.906419,,2
Movimiento de Arte y Cultura Latino Americana,"510 S 1st St, San Jose, CA 95113, USA",4.6,"['point_of_interest', 'establishment']",ChIJjQrOzbbMj4ARO0fer_ImDyg,37.328342,-121.8845592,,2
Brooktree Park,"Flickinger Ave & Fallingtree Dr, San Jose, CA 95131, USA",3.9,"['park', 'point_of_interest', 'establishment']",ChIJ-WbUER_Mj4AR2mFUWvIukfY,37.3963892,-121.8808093,,2
Theatre on San Pedro Square (TOSPS),"29 N San Pedro St, San Jose, CA 95110, USA",4.5,"['point_of_interest', 'establishment']",ChIJMRNiqqPMj4ARRW-vHXJuV24,37.3356081,-121.8934716,,1
Sierra Azul Preserve,"Los Gatos, CA 95032, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJETa0tbowjoARb-HJhLi863E,37.2078139,-121.9122781,,1
Capitol Flea Market,"3630 Hillcap Ave, San Jose, CA 95136, USA",4.2,"['point_of_interest', 'establishment']",ChIJrZFSwkYyjoARVycIwiqAk9o,37.280259,-121.840463,,1
South Bay Sports Training,"995 E Santa Clara St, San Jose, CA 95116, USA",4.5,"['store', 'point_of_interest', 'establishment']",ChIJIb3GyOnMj4ARMMzs4dIocuU,37.3458461,-121.8709882,,1
"""Welcome to San Jose"" Mural","199 Martha St, San Jose, CA 95112, USA",0.0,"['painter', 'point_of_interest', 'establishment']",ChIJLa-j0MrMj4ARu__JutPf-MQ,37.3245543,-121.8766395,,1
George W Page Park,"San Jose, CA 95119, USA",3.9,"['park', 'point_of_interest', 'establishment']",ChIJJ85DWDEujoARgyWSgO7C248,37.2380386,-121.7946888,,1
Mexican Heritage Plaza,"1700 Alum Rock Ave, San Jose, CA 95116, USA",4.0,"['art_gallery', 'park', 'point_of_interest', 'establishment']",ChIJwQzuOR7Nj4ARz849DQUpLHo,37.3526791,-121.8544988,,2
American Firearms Museum,"11250 Waples Mill Rd, Fairfax, VA 22030, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJLbrYzyZPtokRBlUEdqH6ZNY,38.863038,-77.33567699999999,,2
Brigadoon Park,"Brigadoon Way, San Jose, CA 95121, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJsVvXRYItjoAR-UoZLZ2-VoA,37.3062611,-121.8026986,,3
Cahalan Park,"770 Pearlwood Way, San Jose, CA 95123, USA",4.1,"['park', 'point_of_interest', 'establishment']",ChIJ9RJEpIQxjoARyxfF9K1QuRY,37.2461372,-121.8502121,,2
Luis Maria Peralta Adobe,"180 W St John St, San Jose, CA 95110, USA",5.0,"['point_of_interest', 'establishment']",ChIJFetsP6LMj4ARBm336Tsvv_M,37.3363946,-121.8947643,,2
Willow Street Frank Bramhall Park,"1320 Willow St, San Jose, CA 95125, USA",4.4,"['park', 'point_of_interest', 'establishment']",ChIJJzxzkaU0joAR24MjQ2xvmnk,37.3044809,-121.9089998,,1
Taiwanese American Presbyterian Church,"3675 Payne Ave, San Jose, CA 95117, USA",5.0,"['point_of_interest', 'establishment']",ChIJxWtj6MvKj4ARGqLcvgnpgBM,37.3015747,-121.9653056,,1
Duc Vien Buddhist Community Pagoda,"2440 McLaughlin Ave, San Jose, CA 95121, USA",4.0,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJ9WIlG-syjoARK7-9-FZvVSo,37.3143633,-121.8354732,,1
Sri Krishna Vrundavana Temple,"43 Sunol St, San Jose, CA 95126, USA",4.9,"['hindu_temple', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJpynhl17Lj4ARroS5sD1_-Rk,37.3306587,-121.906908,,1
Berressa Farmers Market,"1376 Piedmont Rd, San Jose, CA 95132, USA",4.0,"['point_of_interest', 'establishment']",ChIJ4zBMN9HNj4ARB0rINzN7jXc,37.4022612,-121.8474544,,1
Disney California Adventure Park,"1313 Disneyland Dr, Anaheim, CA 92802, USA",4.7,"['amusement_park', 'point_of_interest', 'establishment']",ChIJZeXhi9XX3IARYcIA6Qfcj2o,33.806112,-117.920859,,13194
Disneyland Park,"1313 Disneyland Dr, Anaheim, CA 92802, USA",4.5,"['amusement_park', 'point_of_interest', 'establishment']",ChIJa147K9HX3IAR-lwiGIQv9i4,33.8120918,-117.9189742,,23808
Downtown Disney,"1580 Disneyland Dr, Anaheim, CA 92802, USA",4.6,"['point_of_interest', 'establishment']",ChIJtQw0jtfX3IARiwjloLOkQs0,33.8091327,-117.9236622,,7785
Angel Stadium of Anaheim,"2000 E Gene Autry Way, Anaheim, CA 92806, USA",4.6,"['stadium', 'point_of_interest', 'establishment']",ChIJHbA-iJzX3IARembDUOvijy0,33.800308,-117.8827321,,1409
Anaheim Packing District,"440 S Anaheim Blvd, Anaheim, CA 92805, USA",4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJifNcCjDW3IARLB8cjHhR31U,33.8315162,-117.9119508,,431
Anaheim Convention Center,"800 W Katella Ave, Anaheim, CA 92802, USA",4.4,"['point_of_interest', 'establishment']",ChIJPSkYXt7X3IARFClnE7qisj4,33.8006719,-117.9208732,,853
Honda Center,"2695 E Katella Ave, Anaheim, CA 92806, USA",4.5,"['stadium', 'point_of_interest', 'establishment']",ChIJXyczhHXX3IARFVUqyhMqiqg,33.8078476,-117.8764687,,556
Little Tokyo,"Los Angeles, CA, USA",0.0,"['neighborhood', 'political']",ChIJd3xCWU_GwoARBP7kXLY2T_E,34.0523392,-118.2395052,,737
Luigi's Rollickin' Roadsters,"1313 Disneyland Dr, Anaheim, CA 92802, USA",4.1,"['amusement_park', 'point_of_interest', 'establishment']",ChIJN0jk59vX3IARMXQ9sDazGUU,33.805556,-117.918341,,199
Adventure City,"1238 S Beach Blvd, Anaheim, CA 92804, USA",4.6,"['amusement_park', 'point_of_interest', 'establishment']",ChIJySrEaBYp3YAR5_j_U-fzOxE,33.8153923,-117.9920503,,132
The Outlets at Orange,"20 City Blvd W, Orange, CA 92868, USA",4.3,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJl0znByfY3IAR-nRhF0Etzlw,33.781134,-117.8913997,,685
Yorba Regional Park,"7600 E La Palma Ave, Anaheim, CA 92807, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJo-CFjq_R3IARdy98euM3FMk,33.8652744,-117.7728864,,79
Knott's Berry Farm,"8039 Beach Blvd, Buena Park, CA 90620, USA",4.5,"['amusement_park', 'point_of_interest', 'establishment']",ChIJo3h_9V8p3YARVTAekE45jq4,33.8443038,-118.0002265,,3759
Medieval Times Buena Park,"7662 Beach Blvd, Buena Park, CA 90620, USA",4.6,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJGUKPfOgr3YARQnmZPN5jzKQ,33.8512787,-117.9971123,,919
Christ Cathedral,"13280 Chapman Ave, Garden Grove, CA 92840, USA",4.4,"['church', 'place_of_worship', 'school', 'point_of_interest', 'establishment']",ChIJ5yyVAIvX3IARZKVd6tu7BLA,33.7874031,-117.8989679,,32
City National Grove of Anaheim,"2200 E Katella Ave, Anaheim, CA 92806, USA",4.4,"['point_of_interest', 'establishment']",ChIJeTMFbZnX3IARggbv6Xylqw8,33.803124,-117.88594,,70
Muzeo,"241 S Anaheim Blvd, Anaheim, CA 92805, USA",4.5,"['museum', 'point_of_interest', 'establishment']",ChIJXU3PKyXW3IARhRwrRyqLhpM,33.8334843,-117.9140647,,38
Crystal Cathedral,"13280 Chapman Ave, Garden Grove, CA 92840, USA",4.4,"['church', 'place_of_worship', 'school', 'point_of_interest', 'establishment']",ChIJ5yyVAIvX3IARZKVd6tu7BLA,33.7874031,-117.8989679,,236
Anaheim Farmer's Market,"201 W Center Street Promenade, Anaheim, CA 92805, USA",4.5,"['point_of_interest', 'establishment']",ChIJj4htWCTW3IAReQHJc_hMOCA,33.8340338,-117.9162281,,22
Disneyland Resort VIP Tours,"1313 Disneyland Dr, Anaheim, CA 92802, USA",4.7,"['lodging', 'point_of_interest', 'establishment']",ChIJg3XXhNrX3IARUc0M9bIC_X4,33.810485,-117.918989,,21
Oak Canyon Nature Center,"6700 E Walnut Canyon Rd, Anaheim, CA 92807, USA",4.5,"['park', 'point_of_interest', 'establishment']",ChIJYeERWBbQ3IAR5am-FH3a2Go,33.8385103,-117.7568583,,17
Center Street Promenade,"Anaheim, CA 92805, USA",0.0,['route'],ChIJ2cYrViTW3IARrLS7xV-OrNA,33.83380580000001,-117.916025,,34
Anaheim GardenWalk,"400 Disney Way, Anaheim, CA 92802, USA",4.1,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJ5wafBMPX3IARLs-BhEgB7Nk,33.8050105,-117.9114958,,204
Anaheim Plaza,"N Euclid St & Santa Ana Frwy, Anaheim, CA 92801, USA",4.2,"['shopping_mall', 'point_of_interest', 'establishment']",ChIJn1ZAcekp3YARaA4NEbzS5Lg,33.8388832,-117.9396274,,42
AMC Fullerton 20,"1001 S Lemon St, Fullerton, CA 92832, USA",4.4,"['movie_theater', 'electronics_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",ChIJ06XtZP7V3IARGppPnXlCJTM,33.8621659,-117.9204114,,38
Anaheim Indoor Marketplace,"1440 S Anaheim Blvd, Anaheim, CA 92805, USA",4.2,"['beauty_salon', 'shopping_mall', 'car_repair', 'store', 'food', 'point_of_interest', 'establishment']",ChIJgXSWysfX3IARvCL_-BcxlJU,33.811724,-117.903789,,37
Pirates Dinner Adventure,"7600 Beach Blvd, Buena Park, CA 90620, USA",4.4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJEwf2Wegr3YARKhj56ET-ltA,33.8535004,-117.9975903,,817
Founder's Park,"400 N West St, Anaheim, CA 92805, USA",4.6,"['park', 'point_of_interest', 'establishment']",ChIJj2CtSd4p3YARR99GWRPtVxA,33.8362027,-117.9280124,,7
Fullerton Arboretum,"Arboretum Visitor Center, 1900 Associated Rd, Fullerton, CA 92831, USA",4.7,"['park', 'food', 'point_of_interest', 'establishment']",ChIJN7gdw8vV3IAR-WvlDhfvm3Q,33.8882089,-117.8842774,,189
Phantom Ales,"1211 N Las Brisas St, Anaheim, CA 92806, USA",4.6,"['bar', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJpxRFXI3W3IAR8-Dw5sX_3NQ,33.8540733,-117.866808,,6
Richard Nixon Presidential Library and Museum,"18001 Yorba Linda Blvd, Yorba Linda, CA 92886, USA",4.6,"['museum', 'library', 'point_of_interest', 'establishment']",ChIJ0UPByPzT3IARJt-QJ05eyrE,33.8895089,-117.8193503,,707
Bruery Terreux,"1174 N Grove St, Anaheim, CA 92806, USA",4.7,"['food', 'point_of_interest', 'establishment']",ChIJY_93csjW3IAR3IfAMaIsDzM,33.8574748,-117.8421146,,5
Bowers Museum of Cultural Art,"2002 N Main St, Santa Ana, CA 92706, USA",4.5,"['museum', 'point_of_interest', 'establishment']",ChIJpZmO7rDZ3IARsvZQdYOZasw,33.7633562,-117.8682052,,337
Chance Theater,"Bette Aitken theater arts Center, 5522 E La Palma Ave, Anaheim, CA 92807, United States",4.7,"['point_of_interest', 'establishment']",ChIJ-32MdgXR3IARwFWZJ95CAZY,33.859369,-117.793803,,4
Pearson Park Amphitheatre,"401 N Lemon St, Anaheim, CA 92805, USA",4.2,"['park', 'point_of_interest', 'establishment']",ChIJpaxLTCLW3IARmgI79KWWb-c,33.8381835,-117.9175542,,5
Gallery Theatre,"210 NE Ford St, McMinnville, OR 97128, USA",4.7,"['point_of_interest', 'establishment']",ChIJbRh96txIlVQR1RVTlQ7P7gM,45.2095145,-123.1929599,,4
Legends Craft Brewery,"1301 S Lewis St, Anaheim, CA 92805, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJgx_3q7fX3IARzdnl8a8rNoM,33.816534,-117.898885,,2
Discovery Cube Orange County,"2500 N Main St, Santa Ana, CA 92705, USA",4.3,"['museum', 'point_of_interest', 'establishment']",ChIJXzC2OsjZ3IAR_H-q2B1k3fI,33.770283,-117.8678727,,302
Maverick Theater,"110 E Walnut Ave, Fullerton, CA 92832, USA",4.7,"['point_of_interest', 'establishment']",ChIJC6GEbvjV3IARy-7dYXb7btM,33.8680577,-117.9239043,,12
St John the Baptist Greek Orthodox Church,"2350 E Dempster St, Des Plaines, IL 60016, USA",4.7,"['church', 'place_of_worship', 'point_of_interest', 'establishment']",ChIJJ_SETqC3D4gRUB3MbFLAfw8,42.0405665,-87.86620510000002,,2
M3Live Event Center,"2232 S Harbor Blvd, Anaheim, CA 92802, USA",3.9,"['point_of_interest', 'establishment']",ChIJgctvZeXX3IARulU9byNNi3o,33.791573,-117.914112,,2
All American Ale Works,"5120 E La Palma Ave unit 103, Anaheim, CA 92807, USA",4.9,"['food', 'point_of_interest', 'establishment']",ChIJf6sHvRfR3IARhqqUe82dXm0,33.8590187,-117.80567,,1
Hoparazzi Brewering Co.,"2910 E La Palma Ave Suite D, Anaheim, CA 92806, USA",4.7,"['food', 'point_of_interest', 'establishment']",ChIJUQrmLOzW3IARW0DFJs1kfU0,33.84908,-117.863339,,1
Tobin James Cellars,"8950 Union Rd, Paso Robles, CA 93446, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJrcWX443H7IARUCYhzNFadao,35.654615,-120.534507,,644
Eberle Winery,"3810 California 46, Paso Robles, CA 93446, USA",4.3,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",ChIJeTVvevnF7IARFcDEVEFipzU,35.6498338,-120.6281877,,346
Halter Ranch Vineyard,"8910 Adelaida Rd, Paso Robles, CA 93446, USA",4.8,"['food', 'point_of_interest', 'establishment']",ChIJ04cDF1HW7IAR-zjofyo0Arw,35.6393262,-120.8544957,,170
Sculpterra Winery & Sculpture Garden,"5015 Linne Rd, Paso Robles, CA 93446, USA",4.8,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",ChIJe_N2vJDG7IARTsPpLipRKuI,35.6003621,-120.6101904,,235
JUSTIN Vineyards and Winery,"11680 Chimney Rock Rd, Paso Robles, CA 93446, USA",4.2,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJLagj-Pcp7YARbcY5T0G3ULU,35.6547949,-120.9008428,,446
Calcareous Vineyard,"3430 Peachy Canyon Rd, Paso Robles, CA 93446, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJr8-bdXvQ7IARfnHP6jy8wJc,35.629444,-120.750437,,218
Estrella Warbird Air Museum,"4251 Dry Creek Rd, Paso Robles, CA 93446, USA",4.8,"['museum', 'point_of_interest', 'establishment']",ChIJHxaxK63I7IARfpWTv92gJXc,35.6643153,-120.61963,,152
Opolo Vineyards,"7110 Vineyard Dr, Paso Robles, CA 93446, USA",4.4,"['food', 'point_of_interest', 'establishment']",ChIJixZL_eXZ7IARESiPIDU_bOI,35.5918635,-120.815796,,236
DAOU Vineyards,"2777 Hidden Mountain Rd, Paso Robles, CA 93446, USA",4.3,"['liquor_store', 'bar', 'store', 'food', 'point_of_interest', 'establishment']",ChIJJ3YAROnQ7IARvm6J8P_mib8,35.641263,-120.784292,,356
Niner Wine Estates,"2400 CA-46, Paso Robles, CA 93446, USA",4.7,"['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQdN_7xbb7IAR6hOzW3zPVok,35.570476,-120.741656,,155
Tablas Creek Vineyard,"9339 Adelaida Rd, Paso Robles, CA 93446, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJG5kWMlDW7IART9NaUncU-3s,35.63652800000001,-120.858921,,219
Castoro Cellars,"1315 N Bethel Rd, Templeton, CA 93465, USA",4.8,"['bar', 'food', 'point_of_interest', 'establishment']",ChIJ-QrvPzDb7IAR-xmzziQpNwY,35.5772243,-120.7201049,,151
Adelaida Cellars,"5805 Adelaida Rd, Paso Robles, CA 93446, USA",4.6,"['food', 'point_of_interest', 'establishment']",ChIJo-5SWSjR7IARXp9cdqmlAeo,35.645236,-120.802497,,146
J Dusi Winery,"1401 CA-46, Paso Robles, CA 93446, USA",4.5,"['food', 'point_of_interest', 'establishment']",ChIJ4_X1RSzb7IARFqx5LFas-Xg,35.5830112,-120.7158319,,70
Studios on the Park,"1130 Pine St, Paso Robles, CA 93446, USA",4.9,"['art_gallery', 'point_of_interest', 'establishment']",ChIJ3Q0DA2jF7IARVGp99-R00VM,35.6263774,-120.6885051,,86
BarrelHouse Brewing Company,"3055 Limestone Way, Paso Robles, CA 93446, USA",4.6,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJO6tPlr_E7IARmyzyZM8GCWU,35.57615699999999,-120.690844,,73
Ravine Waterpark,"2301 Airport Rd, Paso Robles, CA 93446, USA",4.4,"['amusement_park', 'point_of_interest', 'establishment']",ChIJK1PQq4zF7IARuMHuUCN2Q6o,35.6458889,-120.6433585,,102
Oso Libre Winery,"7383 Vineyard Dr, Paso Robles, CA 93446, USA",4.9,"['food', 'point_of_interest', 'establishment']",ChIJVdMu4GHX7IARKNV7uMd1etE,35.59643,-120.8312081,,71
Vina Robles Vineyards & Winery,"3700 Mill Rd, Paso Robles, CA 93446, USA",4.6,"['liquor_store', 'store', 'food', 'point_of_interest', 'establishment']",ChIJw8F17frF7IARy3T_SfIGJUI,35.6462671,-120.6305511,,86
