Staples Center,https://www.tripadvisor.com/Attraction_Review-g32655-d616425-Reviews-Staples_Center-Los_Angeles_California.html
California Science Center,https://www.tripadvisor.com/Attraction_Review-g32655-d106164-Reviews-California_Science_Center-Los_Angeles_California.html
Natural History Museum of Los Angeles County,https://www.tripadvisor.com/Attraction_Review-g32655-d103412-Reviews-Natural_History_Museum_of_Los_Angeles_County-Los_Angeles_California.html
The Broad,https://www.tripadvisor.com/Attraction_Review-g32655-d8645857-Reviews-The_Broad-Los_Angeles_California.html
Walt Disney Concert Hall,https://www.tripadvisor.com/Attraction_Review-g32655-d258384-Reviews-Walt_Disney_Concert_Hall-Los_Angeles_California.html
Dodger Stadium,https://www.tripadvisor.com/Attraction_Review-g32655-d615551-Reviews-Dodger_Stadium-Los_Angeles_California.html
Heisler Park,https://www.tripadvisor.com/Attraction_Review-g32588-d2627614-Reviews-Heisler_Park-Laguna_Beach_California.html
Crystal Cove State Park,https://www.tripadvisor.com/Attraction_Review-g32588-d219510-Reviews-Crystal_Cove_State_Park-Laguna_Beach_California.html
Norton Simon Museum,https://www.tripadvisor.com/Attraction_Review-g32859-d1028626-Reviews-Norton_Simon_Museum-Pasadena_California.html
South Carlsbad State Beach,https://www.tripadvisor.com/Attraction_Review-g32171-d282200-Reviews-South_Carlsbad_State_Beach-Carlsbad_California.html
LEGOLAND California,https://www.tripadvisor.com/Attraction_Review-g32171-d103404-Reviews-LEGOLAND_California-Carlsbad_California.html
Oceanside Pier,https://www.tripadvisor.com/Attraction_Review-g32815-d526165-Reviews-Oceanside_Pier-Oceanside_California.html
Huntington Beach Pier,https://www.tripadvisor.com/Attraction_Review-g32513-d3309900-Reviews-Huntington_Beach_Pier-Huntington_Beach_California.html
Glacier Point,https://www.tripadvisor.com/Attraction_Review-g61000-d139187-Reviews-Glacier_Point-Yosemite_National_Park_California.html
Half Dome,https://www.tripadvisor.com/Attraction_Review-g61000-d139183-Reviews-Half_Dome-Yosemite_National_Park_California.html
Tunnel View,https://www.tripadvisor.com/Attraction_Review-g61000-d593212-Reviews-Tunnel_View-Yosemite_National_Park_California.html
El Capitan,https://www.tripadvisor.com/Attraction_Review-g61000-d139182-Reviews-El_Capitan-Yosemite_National_Park_California.html
Vernal Fall,https://www.tripadvisor.com/Attraction_Review-g61000-d483481-Reviews-Vernal_Fall-Yosemite_National_Park_California.html
Yosemite Valley,https://www.tripadvisor.com/Attraction_Review-g61000-d489919-Reviews-Yosemite_Valley-Yosemite_National_Park_California.html
Yosemite Falls,https://www.tripadvisor.com/Attraction_Review-g61000-d483476-Reviews-Yosemite_Falls-Yosemite_National_Park_California.html
Bridalveil Falls,https://www.tripadvisor.com/Attraction_Review-g61000-d139181-Reviews-Bridalveil_Falls-Yosemite_National_Park_California.html
Marin Headlands,https://www.tripadvisor.com/Attraction_Review-g155988-d103182-Reviews-Marin_Headlands-Marin_County_California.html
Muir Woods National Monument,https://www.tripadvisor.com/Attraction_Review-g60909-d124638-Reviews-Muir_Woods_National_Monument-Mill_Valley_Marin_County_California.html
Sundial Bridge,https://www.tripadvisor.com/Attraction_Review-g32952-d286092-Reviews-Sundial_Bridge-Redding_California.html
San Diego Zoo Safari Park,https://www.tripadvisor.com/Attraction_Review-g32358-d104196-Reviews-San_Diego_Zoo_Safari_Park-Escondido_California.html
Redondo Beach Pier,https://www.tripadvisor.com/Attraction_Review-g32954-d127306-Reviews-Redondo_Beach_Pier-Redondo_Beach_California.html
Manhattan Beach,https://www.tripadvisor.com/Attraction_Review-g32678-d261449-Reviews-Manhattan_Beach-Manhattan_Beach_California.html
Irvine Spectrum Center,https://www.tripadvisor.com/Attraction_Review-g32530-d116597-Reviews-Irvine_Spectrum_Center-Irvine_California.html
Moonstone Beach,https://www.tripadvisor.com/Attraction_Review-g32148-d104595-Reviews-Moonstone_Beach-Cambria_San_Luis_Obispo_County_California.html
Coronado Island,https://www.tripadvisor.com/Attraction_Review-g32250-d1519764-Reviews-Coronado_Island-Coronado_California.html
Stanford University,https://www.tripadvisor.com/Attraction_Review-g32849-d102385-Reviews-Stanford_University-Palo_Alto_California.html
"The Huntington Library, Art Collections and Botanical Gardens",https://www.tripadvisor.com/Attraction_Review-g33029-d110203-Reviews-The_Huntington_Library_Art_Collections_and_Botanical_Gardens-San_Marino_California.html
Union Station,https://www.tripadvisor.com/Attraction_Review-g32655-d116315-Reviews-Union_Station-Los_Angeles_California.html
Olvera Street,https://www.tripadvisor.com/Attraction_Review-g32655-d207644-Reviews-Olvera_Street-Los_Angeles_California.html
Morro Rock,https://www.tripadvisor.com/Attraction_Review-g32746-d292801-Reviews-Morro_Rock-Morro_Bay_San_Luis_Obispo_County_California.html
Dante's View,https://www.tripadvisor.com/Attraction_Review-g143021-d531585-Reviews-Dante_s_View-Death_Valley_National_Park_California.html
Zabriskie Point,https://www.tripadvisor.com/Attraction_Review-g143021-d116978-Reviews-Zabriskie_Point-Death_Valley_National_Park_California.html
Badwater,https://www.tripadvisor.com/Attraction_Review-g143021-d116979-Reviews-Badwater-Death_Valley_National_Park_California.html
Artist's Drive,https://www.tripadvisor.com/Attraction_Review-g143021-d504748-Reviews-Artist_s_Drive-Death_Valley_National_Park_California.html
Mendocino Coast Botanical Gardens,https://www.tripadvisor.com/Attraction_Review-g32400-d116919-Reviews-Mendocino_Coast_Botanical_Gardens-Fort_Bragg_Mendocino_County_California.html
Glass Beach,https://www.tripadvisor.com/Attraction_Review-g32400-d103760-Reviews-Glass_Beach-Fort_Bragg_Mendocino_County_California.html
Giant Forest,https://www.tripadvisor.com/Attraction_Review-g143050-d146441-Reviews-Giant_Forest-Sequoia_and_Kings_Canyon_National_Park_California.html
Moro Rock,https://www.tripadvisor.com/Attraction_Review-g143050-d146443-Reviews-Moro_Rock-Sequoia_and_Kings_Canyon_National_Park_California.html
General Sherman Tree,https://www.tripadvisor.com/Attraction_Review-g143050-d146450-Reviews-General_Sherman_Tree-Sequoia_and_Kings_Canyon_National_Park_California.html
Six Flags Magic Mountain,https://www.tripadvisor.com/Attraction_Review-g33047-d156956-Reviews-Six_Flags_Magic_Mountain-Santa_Clarita_California.html
Jedediah Smith Redwoods State Park,https://www.tripadvisor.com/Attraction_Review-g60944-d116853-Reviews-Jedediah_Smith_Redwoods_State_Park-Crescent_City_California.html
Pismo Pier,https://www.tripadvisor.com/Attraction_Review-g32894-d220150-Reviews-Pismo_Pier-Pismo_Beach_San_Luis_Obispo_County_California.html
Julia Pfeiffer Burns State Park,https://www.tripadvisor.com/Attraction_Review-g240329-d142807-Reviews-Julia_Pfeiffer_Burns_State_Park-Big_Sur_California.html
Pfeiffer Beach,https://www.tripadvisor.com/Attraction_Review-g240329-d283149-Reviews-Pfeiffer_Beach-Big_Sur_California.html
Bixby Bridge,https://www.tripadvisor.com/Attraction_Review-g240329-d116836-Reviews-Bixby_Bridge-Big_Sur_California.html
Pacific Coast Highway,https://www.tripadvisor.com/Attraction_Review-g28926-d147161-Reviews-Pacific_Coast_Highway-California.html
Ronald Reagan Presidential Library and Museum,https://www.tripadvisor.com/Attraction_Review-g33093-d145836-Reviews-Ronald_Reagan_Presidential_Library_and_Museum-Simi_Valley_California.html
Mission San Juan Capistrano,https://www.tripadvisor.com/Attraction_Review-g33022-d127321-Reviews-Mission_San_Juan_Capistrano-San_Juan_Capistrano_California.html
Six Flags Discovery Kingdom,https://www.tripadvisor.com/Attraction_Review-g33212-d648022-Reviews-Six_Flags_Discovery_Kingdom-Vallejo_California.html
Armstrong Redwood State Reserve,https://www.tripadvisor.com/Attraction_Review-g32465-d116914-Reviews-Armstrong_Redwood_State_Reserve-Guerneville_Sonoma_County_California.html
Battleship USS Iowa BB-61,https://www.tripadvisor.com/Attraction_Review-g32655-d2440929-Reviews-Battleship_USS_Iowa_BB_61-Los_Angeles_California.html
Elephant Seal Rookery,https://www.tripadvisor.com/Attraction_Review-g33039-d3729608-Reviews-Elephant_Seal_Rookery-San_Simeon_San_Luis_Obispo_County_California.html
Hearst Castle,https://www.tripadvisor.com/Attraction_Review-g33039-d207444-Reviews-Hearst_Castle-San_Simeon_San_Luis_Obispo_County_California.html
Citadel Outlets,https://www.tripadvisor.com/Attraction_Review-g32655-d1908285-Reviews-Citadel_Outlets-Los_Angeles_California.html
Calico Ghost Town,https://www.tripadvisor.com/Attraction_Review-g33295-d126686-Reviews-Calico_Ghost_Town-Yermo_California.html
Yuma Territorial Prison State Historic Park,https://www.tripadvisor.com/Attraction_Review-g31418-d109585-Reviews-Yuma_Territorial_Prison_State_Historic_Park-Yuma_Arizona.html
